s_m,elevation_m,inclination_deg,P_bar,T_C,Tamb_C,Teq_hydrate_C,subcooling_C,hydrate_risk,Vsl_ms,Vsg_ms,Vm_ms,liquid_holdup_HL,GVF_alpha,rho_liquid,rho_gas,rho_mix,mu_liquid_cP,mu_gas_cP,Reynolds,friction_factor,dPfric_Pa_m,dPgrav_Pa_m,Rs_scf_stb,Bo_rb_stb,Zfactor,flow_regime
0.0,6.377755103653142,1.8417567283765763,70.0,60.0,4.0,15.015523103178907,-44.98447689682109,0.0,0.19382933546695424,0.20709347823679544,0.4009228137037497,0.8690141577062893,0.1309858422937107,819.1266994151076,59.86655729497404,719.6743701794594,1.134171028499692,0.013580610723580067,118757.75504642607,0.017762665841420687,2.5280288534370112,226.82532958143332,230.76132405191896,1.1293020855841547,0.880482598322695,Slug / intermittent
66.94560669456067,8.520513041305223,1.8220676845245785,69.84709789613467,59.080723371159934,4.0,15.001310330244394,-44.07941304091554,0.0,0.19372486379614284,0.20660597430442834,0.4003308381005712,0.8692448850154714,0.13075511498452863,819.5686526685789,59.97184633467082,720.247484914508,1.1524204817631305,0.013552931680113635,116770.67097752476,0.01781633130848104,2.530197528303491,224.58000949571158,231.13252029330675,1.1284837989851118,0.8794436019089673,Slug / intermittent
133.89121338912133,10.63087786477297,1.7863951252079748,69.6963616009827,58.176535552365124,4.0,14.987263121249555,-43.18927243111557,0.0,0.19362208625117489,0.2061266165018858,0.3997487027530607,0.8694563665250683,0.13054363347493164,820.0039033327918,60.07604526025681,720.8001595611809,1.1710783723120326,0.01352573382480826,114807.27564113423,0.017870637215415694,2.532476031983858,220.35356298502697,231.49562331223183,1.1276787818251812,0.878414286687974,Slug / intermittent
200.836820083682,12.690292101099411,1.734995525231245,69.54910906277861,57.28721470175742,4.0,14.973506127701057,-42.31370857405636,0.0,0.19352127018564397,0.20564905643375359,0.39917032661939755,0.8696522512364232,0.13034774876357677,820.4312989986967,60.18046558570003,721.3343143676794,1.190141498312226,0.013499060099269369,112866.90587468029,0.017925607715491246,2.534797582649984,214.17393726228048,231.85603811476142,1.1268891281827014,0.8773924919270699,Slug / intermittent
267.78242677824267,14.680590139924245,1.668277696640677,69.40663314115318,56.41254210645661,4.0,14.960162842866112,-41.4523792635905,0.0,0.19342268103148946,0.20516703541798012,0.3985897164494696,0.8698362702321725,0.13016372976782756,820.8496910675531,60.28642022562601,721.8519390103495,1.2096056216762954,0.013472953832007719,110948.98860218337,0.01798126592720899,2.537095855923036,206.08820993592911,232.21914359554805,1.1261169170844292,0.87637600040263,Slug / intermittent
334.7280334728033,16.584175000745596,1.5867991025162913,69.27018893883691,55.55230189727945,4.0,14.947354310274534,-40.604947587004915,0.0,0.19332657931408972,0.2046744481166215,0.3980010274307112,0.8700122048808714,0.12998779511912859,821.2579476708734,60.395210112653785,722.3550780273762,1.2294655343932512,0.013447458219181588,109053.04105093217,0.01803763371205605,2.5393056858621468,196.16214433764102,232.59023881915275,1.1253641891259076,0.8753625631926601,Slug / intermittent
401.673640167364,18.384189666493477,1.491260729373449,69.14098149110814,54.70628076824573,4.0,14.935197824515285,-39.77108294373045,0.0,0.19323321772730745,0.20416540706323505,0.3973986247905425,0.8701838541967071,0.12981614580329298,821.6549664394659,60.508110861376096,722.8458152580225,1.2497151447865762,0.013422615808488955,107178.6699617278,0.018094731461541176,2.5413637930629247,184.47956284328046,232.9744899755302,1.1246329235614156,0.8743499253879741,Slug / intermittent
468.6192468619247,20.064681277078137,1.3825005503948666,69.02015393386829,53.87426770331547,4.0,14.923805640809064,-38.9504620625064,0.0,0.19314283829688336,0.20363430715158967,0.39677714544847303,0.8703550015253426,0.12964499847465735,822.0396869909005,60.62635961692073,723.326257324917,1.2703475841767002,0.01339846799116226,105325.56978310966,0.018152577896979584,2.543209528431521,171.14154311477833,233.3768785440539,1.1239250160859178,0.8733358524249624,Slug / intermittent
535.5648535564853,21.61075654754309,1.2614856239578958,68.90877626684193,53.05605371305694,4.0,14.913283710986548,-38.14277000207039,0.0,0.19305566965904813,0.2030758890478443,0.39613155870689243,0.8705293807547629,0.1294706192452371,822.4111030086534,60.751142222825834,723.7985162314094,1.2913553340384272,0.013375054506677524,103493.51985265478,0.018211189885633357,2.5447856194451943,156.26544361727983,233.80215118289968,1.1232422575194718,0.872318156722674,Slug / intermittent
602.510460251046,23.008726862786432,1.1293028854493954,68.8078348236294,52.25143158414494,4.0,14.903730464377588,-37.34770111976735,0.0,0.192971924479676,0.20248530040689183,0.39545722488656787,0.8707106422825318,0.12928935771746816,822.7682737905951,60.88358083915637,724.2646911841331,1.3127303733042557,0.013352412964453678,101682.38058318313,0.018270582276883336,2.5460389042405995,139.98376636499955,234.25477184171652,1.1225863135924492,0.8712947242897076,Slug / intermittent
